ticket_id,customer_id,issue_type,response_time,resolution_status,feedback_rating
T3192,C41109,Product Inquiry,39 hours,Escalated,3.8
T3193,,Refund Request,27 hours,Resolved,2.1
T3194,C02420,Account Issue,25 hours,Resolved,1.2
T3195,C75439,Refund Request,27 hours,Escalated,4.3
T3196,C09735,Order Delay,43 hours,Escalated,4.4
T3197,C31370,Product Inquiry,27 hours,Escalated,3.8
T3198,,Refund Request,21 hours,Pending,2.2
T3199,C35670,Order Delay,13 hours,Resolved,1.8
T3200,C27792,Account Issue,42 hours,Pending,
T3201,C68215,Product Inquiry,2 hours,Pending,1.5
T3202,C59861,Account Issue,18 hours,Escalated,1.9
T3203,C74564,Product Inquiry,21 hours,Resolved,1.6
T3204,C27308,Account Issue,1 hours,Pending,1.5
T3205,C30139,Account Issue,27 hours,Resolved,2.7
T3206,C10193,Account Issue,22 hours,,1.1
T3207,,Product Inquiry,32 hours,Escalated,2.9
T3208,,Refund Request,31 hours,Escalated,1.3
T3209,C85555,Account Issue,,Escalated,4.7
T3210,C29067,Product Inquiry,7 hours,Escalated,4.4
T3211,C67084,Refund Request,5 hours,Escalated,2.9
T3212,C61601,Order Delay,20 hours,,
T3213,C27633,Order Delay,38 hours,Resolved,1.5
T3214,,,44 hours,Pending,3.9
T3215,C66532,Product Inquiry,7 hours,Resolved,3.9
T3216,C59971,Order Delay,30 hours,Pending,4.0
T3217,C56114,Order Delay,44 hours,Escalated,5.0
T3218,,Order Delay,35 hours,Escalated,2.4
T3219,C91762,Refund Request,35 hours,Resolved,4.9
T3220,,Refund Request,2 hours,Resolved,1.8
T3221,C90154,Account Issue,21 hours,Pending,4.5
T3222,C64120,Order Delay,40 hours,Pending,4.4
T3223,,Refund Request,11 hours,Pending,3.6
T3224,C59035,Product Inquiry,37 hours,Escalated,1.3
T3225,C30440,Product Inquiry,48 hours,Escalated,2.0
T3226,C38826,Product Inquiry,11 hours,Escalated,4.5
T3227,,Account Issue,8 hours,Resolved,1.4
T3228,C62806,Refund Request,19 hours,Escalated,3.1
T3229,C88293,Product Inquiry,23 hours,Resolved,3.7
T3230,C12506,Account Issue,32 hours,Escalated,2.5
T3231,C41996,Order Delay,3 hours,,4.4
T3232,C76283,Product Inquiry,11 hours,Resolved,3.1
T3233,C18909,Account Issue,22 hours,Pending,1.7
T3234,C04037,Product Inquiry,30 hours,Pending,3.3
T3235,C86443,Order Delay,32 hours,Escalated,2.1
T3236,C13378,Refund Request,47 hours,Resolved,1.3
T3237,C76854,Product Inquiry,3 hours,Escalated,2.2
T3238,C24576,Order Delay,22 hours,Pending,1.0
T3239,C47852,Refund Request,38 hours,Resolved,1.1
T3240,C38796,Refund Request,35 hours,Resolved,3.6
T3241,C64713,Refund Request,28 hours,Pending,4.7
T3242,C41813,Refund Request,2 hours,Pending,4.8
T3243,C56392,,35 hours,Pending,2.7
T3244,C00970,Product Inquiry,15 hours,Resolved,2.1
T3245,C36097,Refund Request,21 hours,,1.3
T3246,C76377,Product Inquiry,24 hours,Escalated,2.5
T3247,C25264,Account Issue,34 hours,Resolved,3.1
T3248,C18693,Refund Request,38 hours,Escalated,5.0
T3249,C93450,Refund Request,24 hours,Resolved,4.5
T3250,C46545,Refund Request,46 hours,Pending,4.1
T3251,C45839,Product Inquiry,28 hours,Resolved,1.3
T3252,C19149,Product Inquiry,35 hours,Escalated,
T3253,C60500,Refund Request,44 hours,Escalated,2.0
T3254,C70197,Order Delay,32 hours,Pending,4.2
T3255,,Refund Request,33 hours,Escalated,1.7
T3256,C90246,Account Issue,10 hours,Pending,1.1
T3257,C33840,Account Issue,34 hours,Escalated,3.2
T3258,C53998,Refund Request,12 hours,Pending,3.2
T3259,C63828,Account Issue,40 hours,Pending,4.9
T3260,C82932,Product Inquiry,30 hours,Escalated,1.5
T3261,C92733,Refund Request,10 hours,Pending,2.6
T3262,,Order Delay,8 hours,Resolved,2.1
T3263,C59015,,33 hours,Resolved,2.0
T3264,C19102,Refund Request,40 hours,Escalated,3.6
T3265,C64407,Product Inquiry,19 hours,Pending,1.5
T3266,C22391,Product Inquiry,,Resolved,3.8
T3267,C37986,Account Issue,8 hours,Pending,1.9
T3268,C64624,Account Issue,34 hours,Resolved,3.4
T3269,C99530,Product Inquiry,35 hours,Escalated,4.1
T3270,C72779,Refund Request,25 hours,Resolved,4.7
T3271,C57402,Account Issue,24 hours,Resolved,2.0
T3272,,Product Inquiry,18 hours,Pending,2.6
T3273,C39110,Account Issue,23 hours,Pending,3.6
T3274,C05446,Account Issue,11 hours,Pending,1.6
T3275,C12765,Refund Request,13 hours,Escalated,4.8
T3276,C24404,Refund Request,28 hours,Escalated,3.6
T3277,C66549,Product Inquiry,39 hours,Resolved,4.2
T3278,C61272,Account Issue,2 hours,Escalated,4.7
T3279,C21282,Refund Request,28 hours,Escalated,2.4
T3280,C20195,Product Inquiry,38 hours,Escalated,1.8
T3281,C11697,Account Issue,7 hours,Resolved,1.3
T3282,C80050,Refund Request,48 hours,Resolved,3.9
T3283,C45382,Account Issue,27 hours,Pending,4.0
T3284,C54056,,44 hours,Escalated,3.6
T3285,C60063,Account Issue,35 hours,Escalated,2.0
T3286,C93057,Product Inquiry,35 hours,Escalated,1.9
T3287,,Order Delay,9 hours,Pending,2.6
T3288,C10740,Refund Request,14 hours,Escalated,3.5
T3289,C53249,Order Delay,4 hours,Pending,3.3
T3290,C07064,Product Inquiry,10 hours,,2.9
T3291,C79063,Refund Request,36 hours,Pending,2.9
T3292,C99266,Product Inquiry,43 hours,Pending,1.2
T3293,C97091,Refund Request,8 hours,Pending,1.1
T3294,C78785,Refund Request,41 hours,,2.9
T3295,C38123,Refund Request,20 hours,Pending,2.2
T3296,C39592,Product Inquiry,26 hours,Pending,1.6
T3297,C26050,Account Issue,45 hours,Pending,4.5
T3298,C32363,Account Issue,35 hours,Pending,3.3
T3299,C68333,,22 hours,Pending,1.8
T3300,C35184,Refund Request,22 hours,Escalated,3.2
T3301,,Product Inquiry,35 hours,Pending,3.7
T3302,C84726,Product Inquiry,34 hours,Resolved,1.8
T3303,C12559,Order Delay,32 hours,Escalated,
T3304,C49306,Order Delay,,Pending,4.0
T3305,,Product Inquiry,12 hours,Resolved,1.7
T3306,C68613,Refund Request,37 hours,Escalated,2.5
T3307,C12959,Refund Request,41 hours,,1.4
T3308,C12118,Refund Request,24 hours,Escalated,1.1
T3309,C80967,Account Issue,41 hours,Resolved,4.3
T3310,C99697,Product Inquiry,45 hours,Pending,3.2
T3311,C05649,Refund Request,16 hours,Escalated,4.3
T3312,C52099,Order Delay,25 hours,Pending,4.3
T3313,C91325,Refund Request,19 hours,Pending,3.1
T3314,C01755,Order Delay,25 hours,Pending,
T3315,C12925,Refund Request,13 hours,Pending,2.4
T3316,C88725,Account Issue,25 hours,Resolved,2.5
T3317,C00290,Account Issue,40 hours,Escalated,4.7
T3318,C17159,Account Issue,,Pending,3.5
T3319,C09897,Account Issue,42 hours,Escalated,2.2
T3320,C69856,Product Inquiry,40 hours,Resolved,3.5
T3321,C97103,,6 hours,Pending,2.1
T3322,C75576,Account Issue,17 hours,Escalated,3.6
T3323,C67259,Refund Request,,Pending,1.2
T3324,C75181,Product Inquiry,32 hours,Escalated,3.6
T3325,C66647,Product Inquiry,11 hours,Resolved,1.5
T3326,C88884,Refund Request,43 hours,Resolved,1.4
T3327,C59856,Account Issue,35 hours,Pending,2.2
T3328,C88912,Account Issue,1 hours,Pending,3.9
T3329,C86316,Refund Request,21 hours,Escalated,1.9
T3330,C30713,Order Delay,15 hours,Escalated,4.5
T3331,C59997,Product Inquiry,26 hours,Resolved,2.6
T3332,C19764,Account Issue,44 hours,Escalated,1.2
T3333,C18353,Product Inquiry,29 hours,Resolved,4.5
T3334,C26189,Refund Request,41 hours,Escalated,4.8
T3335,C94407,Refund Request,40 hours,Escalated,2.5
T3336,C36000,Refund Request,1 hours,Pending,2.7
T3337,,Order Delay,5 hours,Resolved,4.5
T3338,C77477,Product Inquiry,7 hours,,1.5
T3339,C70377,Refund Request,39 hours,Resolved,2.8
T3340,C10683,Refund Request,47 hours,Resolved,3.2
T3341,,,45 hours,Resolved,1.5
T3342,C73953,,28 hours,Escalated,3.7
T3343,C22687,Account Issue,42 hours,Escalated,4.6
T3344,C33496,Order Delay,27 hours,Escalated,2.4
T3345,C33414,Refund Request,2 hours,Pending,1.1
T3346,C63593,Account Issue,19 hours,Resolved,1.3
T3347,C27794,Order Delay,14 hours,Pending,4.6
T3348,C32407,Order Delay,45 hours,Resolved,2.9
T3349,C80695,Order Delay,31 hours,Escalated,
T3350,C36802,Product Inquiry,37 hours,Pending,3.9
T3351,C14262,Product Inquiry,48 hours,Pending,4.4
T3352,C57838,Product Inquiry,36 hours,Pending,
T3353,C53562,Product Inquiry,17 hours,Resolved,2.9
T3354,C69314,Account Issue,46 hours,Resolved,3.1
T3355,C18840,Order Delay,4 hours,Escalated,1.4
T3356,C38621,Refund Request,18 hours,Resolved,1.1
T3357,C42026,Product Inquiry,5 hours,Resolved,2.3
T3358,C73246,Account Issue,20 hours,Pending,4.8
T3359,,Product Inquiry,22 hours,Pending,4.7
T3360,C00087,Refund Request,47 hours,Resolved,3.7
T3361,C56163,Order Delay,34 hours,Escalated,3.1
T3362,C18600,Order Delay,38 hours,Pending,3.1
T3363,C89500,Product Inquiry,19 hours,Resolved,4.4
T3364,C79097,Refund Request,11 hours,Escalated,1.1
T3365,C39515,Order Delay,,Escalated,3.8
T3366,C69577,Account Issue,37 hours,Pending,2.7
T3367,C50499,Order Delay,25 hours,Pending,4.8
T3368,,Account Issue,15 hours,Escalated,1.9
T3369,C17619,Product Inquiry,,,3.1
T3370,C33511,Order Delay,29 hours,Escalated,2.2
T3371,C26198,Product Inquiry,21 hours,Pending,4.1
T3372,,,20 hours,Escalated,2.1
T3373,C31802,Product Inquiry,36 hours,Resolved,2.4
T3374,C75694,Product Inquiry,26 hours,Resolved,4.2
T3375,C18404,Account Issue,15 hours,Resolved,1.8
T3376,C94832,Account Issue,38 hours,Escalated,2.3
T3377,C30681,Refund Request,6 hours,Resolved,1.0
T3378,C98933,Product Inquiry,40 hours,Resolved,2.3
T3379,C88950,Product Inquiry,15 hours,Pending,2.1
T3380,C99084,Account Issue,17 hours,Resolved,2.7
T3381,C98312,Product Inquiry,31 hours,Escalated,4.3
T3382,C07397,Product Inquiry,6 hours,Pending,2.2
T3383,C75113,Account Issue,45 hours,Escalated,2.2
T3384,,Refund Request,5 hours,Escalated,1.6
T3385,C59344,Refund Request,32 hours,,3.3
T3386,C52201,Refund Request,12 hours,Escalated,2.2
T3387,C53120,Order Delay,12 hours,Pending,4.1
T3388,C14787,,14 hours,Pending,4.1
T3389,C54536,Refund Request,46 hours,Pending,2.5
T3390,C34967,Account Issue,10 hours,Pending,1.9
T3391,C54129,Refund Request,15 hours,Pending,3.3
T3392,C16001,Refund Request,18 hours,,4.6
T3393,C20591,Product Inquiry,34 hours,,3.3
T3394,C54423,Order Delay,4 hours,Resolved,1.2
T3395,C04266,Account Issue,,Pending,4.1
T3396,C42196,Account Issue,10 hours,Resolved,2.8
T3397,C43758,Account Issue,34 hours,Resolved,2.4
T3398,C98360,Account Issue,17 hours,Escalated,4.9
T3399,C86812,Product Inquiry,43 hours,Resolved,3.1
T3400,,Account Issue,27 hours,Pending,4.5
T3401,C66387,Refund Request,8 hours,Escalated,1.1
T3402,C39759,Refund Request,,Escalated,4.2
T3403,C99881,Order Delay,10 hours,Escalated,4.4
T3404,C81343,Order Delay,3 hours,Escalated,1.9
T3405,C59853,Order Delay,23 hours,Resolved,1.1
T3406,C23526,Refund Request,37 hours,Pending,1.8
T3407,C68871,Product Inquiry,24 hours,Pending,3.6
T3408,C79818,Product Inquiry,20 hours,Pending,2.7
T3409,C32782,Order Delay,20 hours,Resolved,4.0
T3410,C62265,Order Delay,19 hours,Resolved,1.6
T3411,C57699,Product Inquiry,34 hours,Escalated,1.8
T3412,C99511,Product Inquiry,16 hours,Pending,3.2
T3413,C97668,Order Delay,37 hours,Resolved,4.1
T3414,C15199,Refund Request,26 hours,Escalated,3.4
T3415,C38499,Refund Request,29 hours,Pending,3.7
T3416,C75586,Order Delay,17 hours,Escalated,
T3417,C93871,Refund Request,5 hours,,1.2
T3418,C94716,,14 hours,Pending,4.9
T3419,C27679,,48 hours,Escalated,1.8
T3420,C22563,Account Issue,5 hours,Resolved,2.3
T3421,C70331,Refund Request,19 hours,Escalated,3.8
T3422,C84112,Refund Request,37 hours,Resolved,4.8
T3423,C19903,,11 hours,Pending,1.1
T3424,C14217,Product Inquiry,42 hours,Escalated,2.4
T3425,C11468,Account Issue,47 hours,Escalated,1.6
T3426,C02322,Product Inquiry,,Resolved,3.7
T3427,C05562,Account Issue,32 hours,Resolved,2.4
T3428,,Product Inquiry,39 hours,Pending,4.8
T3429,C53708,Product Inquiry,39 hours,,2.1
T3430,C45642,Order Delay,33 hours,Resolved,1.4
T3431,C42783,Account Issue,44 hours,Escalated,
T3432,C06371,Account Issue,12 hours,Resolved,2.3
T3433,C72480,Account Issue,5 hours,Pending,2.4
T3434,C65628,Order Delay,6 hours,Pending,4.6
T3435,C53039,Product Inquiry,17 hours,Resolved,3.1
T3436,C00770,Refund Request,31 hours,Escalated,2.4
T3437,C52519,Order Delay,12 hours,Resolved,
T3438,C24693,,29 hours,Pending,4.9
T3439,C82902,Product Inquiry,11 hours,Pending,4.5
T3440,C70567,Product Inquiry,42 hours,,1.2
T3441,C42121,Account Issue,13 hours,Resolved,1.9
T3442,C31934,Account Issue,,Pending,2.1
T3443,C10452,Product Inquiry,,Resolved,1.9
T3444,C97607,Order Delay,48 hours,Pending,3.7
T3445,,Refund Request,,Pending,2.7
T3446,,Account Issue,15 hours,Escalated,
T3447,C52201,,14 hours,Escalated,2.0
T3448,C34546,Order Delay,47 hours,Escalated,1.6
T3449,C02551,Account Issue,45 hours,Pending,1.1
T3450,C78802,,33 hours,Escalated,3.2
T3451,C22175,Product Inquiry,43 hours,Resolved,4.0
T3452,C86447,Refund Request,15 hours,Escalated,1.6
T3453,C65665,Order Delay,,Pending,4.9
T3454,C91308,Refund Request,36 hours,Resolved,4.3
T3455,C46317,Refund Request,42 hours,Pending,3.8
T3456,C22381,Order Delay,42 hours,Pending,2.1
T3457,C18155,Order Delay,9 hours,Pending,1.8
T3458,C24422,Refund Request,47 hours,Escalated,2.8
T3459,C98468,Account Issue,19 hours,Escalated,5.0
T3460,C29725,Account Issue,44 hours,Escalated,3.9
T3461,C36427,Account Issue,44 hours,Pending,1.3
T3462,C30384,Account Issue,10 hours,Resolved,3.3
T3463,C77785,Order Delay,14 hours,Pending,2.1
T3464,C97091,Order Delay,7 hours,Escalated,1.0
T3465,C87197,Refund Request,3 hours,Resolved,1.1
T3466,C18753,Order Delay,30 hours,Resolved,4.1
T3467,C09213,Refund Request,5 hours,Pending,4.1
T3468,C33258,Account Issue,9 hours,,2.5
T3469,C27542,Order Delay,4 hours,Pending,1.4
T3470,C28961,Product Inquiry,32 hours,Resolved,4.6
T3471,C29269,Account Issue,17 hours,Resolved,3.3
T3472,C33894,Account Issue,11 hours,Resolved,3.1
T3473,C39841,Product Inquiry,2 hours,Resolved,1.2
T3474,C44069,Product Inquiry,39 hours,Escalated,2.4
T3475,C10828,Product Inquiry,3 hours,Escalated,3.6
T3476,C89621,Account Issue,35 hours,Pending,2.9
T3477,C42211,Refund Request,30 hours,Pending,
T3478,C03771,Account Issue,47 hours,Resolved,2.9
T3479,C57623,Order Delay,27 hours,Resolved,2.5
T3480,C08704,Product Inquiry,24 hours,,4.5
T3481,C07503,Account Issue,16 hours,Resolved,1.4
T3482,C00561,Product Inquiry,19 hours,,
T3483,C71983,Product Inquiry,12 hours,Pending,4.4
T3484,C89245,Account Issue,17 hours,Resolved,4.5
T3485,C05413,Refund Request,35 hours,Resolved,2.1
T3486,C54540,,47 hours,Pending,2.6
T3487,C53159,Order Delay,,,2.0
T3488,C95879,Order Delay,38 hours,Resolved,3.2
T3489,C18887,Account Issue,44 hours,Resolved,3.1
T3490,C34047,Refund Request,13 hours,Pending,1.1
T3491,C88563,Refund Request,27 hours,Pending,1.3
T3492,C39275,Refund Request,35 hours,Escalated,4.8
T3493,C31105,Order Delay,26 hours,Pending,1.1
T3494,C78358,Product Inquiry,6 hours,Escalated,4.0
T3495,C10747,Account Issue,17 hours,,3.7
T3496,C11467,Account Issue,14 hours,Pending,1.6
T3497,,Refund Request,40 hours,Resolved,5.0
T3498,C75207,Product Inquiry,21 hours,Pending,3.0
T3499,C95217,Account Issue,27 hours,Pending,2.1
T3500,C59322,Order Delay,15 hours,Pending,1.9
T3501,C66917,Order Delay,26 hours,Escalated,3.5
T3502,C56569,Order Delay,38 hours,,3.9
T3503,,Account Issue,30 hours,Resolved,2.1
T3504,C87742,,28 hours,Escalated,4.8
T3505,C05297,Product Inquiry,48 hours,Pending,2.0
T3506,C35302,Account Issue,29 hours,Escalated,2.3
T3507,C79959,Product Inquiry,10 hours,Resolved,
T3508,C03267,Order Delay,42 hours,Resolved,1.9
T3509,,Product Inquiry,44 hours,Pending,4.4
T3510,C37611,Order Delay,25 hours,Escalated,3.2
T3511,C51988,Order Delay,25 hours,Resolved,
T3512,C57579,Product Inquiry,43 hours,Resolved,3.4
T3513,C99606,Product Inquiry,46 hours,Resolved,3.1
T3514,C57401,Product Inquiry,36 hours,Resolved,1.8
T3515,,Order Delay,,Escalated,2.1
T3516,C70543,Product Inquiry,1 hours,Resolved,1.7
T3517,C03422,Account Issue,26 hours,Escalated,2.1
T3518,C47921,Account Issue,10 hours,Resolved,3.2
T3519,C85079,Account Issue,24 hours,Pending,2.9
T3520,C92483,Account Issue,48 hours,Pending,4.0
T3521,C77574,Order Delay,42 hours,Resolved,2.6
T3522,C35952,Account Issue,46 hours,Pending,4.9
T3523,C06263,Order Delay,18 hours,Pending,3.9
T3524,C72191,Order Delay,46 hours,Resolved,4.0
T3525,C19671,Account Issue,2 hours,Escalated,2.6
T3526,C86912,Account Issue,24 hours,Pending,4.7
T3527,C77067,Order Delay,6 hours,,1.9
T3528,C05436,Refund Request,44 hours,Resolved,2.5
T3529,C92380,Account Issue,37 hours,Escalated,3.3
T3530,C77595,Refund Request,4 hours,Resolved,3.7
T3531,C61133,Account Issue,20 hours,Resolved,1.6
T3532,C88470,Product Inquiry,5 hours,Escalated,3.0
T3533,C17061,Product Inquiry,,Escalated,4.7
T3534,C59905,Product Inquiry,41 hours,Escalated,3.9
T3535,C71004,Account Issue,28 hours,,3.0
T3536,C39996,Product Inquiry,47 hours,Pending,2.3
T3537,C74058,Product Inquiry,44 hours,Resolved,2.0
T3538,C15798,Order Delay,10 hours,Resolved,
T3539,C50270,Order Delay,,Resolved,3.8
T3540,C57028,Product Inquiry,11 hours,Resolved,2.4
T3541,C65411,Account Issue,30 hours,Pending,
T3542,C63197,Account Issue,19 hours,Escalated,2.0
T3543,C38567,Refund Request,37 hours,Escalated,2.2
T3544,C27101,Product Inquiry,6 hours,Pending,4.4
T3545,C75501,Account Issue,21 hours,Resolved,2.5
T3546,C13727,Refund Request,12 hours,Pending,
T3547,C07110,Order Delay,42 hours,Pending,4.1
T3548,C66762,Product Inquiry,17 hours,Resolved,3.0
T3549,C86010,Refund Request,,Resolved,3.3
T3550,C11025,Order Delay,16 hours,Resolved,3.6
T3551,C17967,,12 hours,Resolved,1.2
T3552,C95129,Account Issue,39 hours,,4.7
T3553,C37480,Order Delay,32 hours,Pending,3.8
T3554,C45301,Order Delay,11 hours,Pending,3.4
T3555,C92026,Refund Request,9 hours,Pending,2.3
T3556,C76343,Product Inquiry,36 hours,Pending,2.5
T3557,C16811,Order Delay,10 hours,Escalated,2.2
T3558,C84821,Account Issue,13 hours,Escalated,3.1
T3559,C53894,Order Delay,24 hours,Pending,4.7
T3560,C24330,Account Issue,45 hours,Pending,4.8
T3561,C21005,Refund Request,21 hours,Pending,3.8
T3562,C24503,Account Issue,47 hours,Resolved,2.0
T3563,C16017,Product Inquiry,26 hours,Pending,1.7
T3564,C23185,Account Issue,7 hours,Pending,2.2
T3565,C51573,Product Inquiry,6 hours,Escalated,4.8
T3566,C58562,Refund Request,6 hours,Escalated,
T3567,C17316,,48 hours,,3.7
T3568,C48541,Product Inquiry,18 hours,Pending,3.3
T3569,C77515,Refund Request,7 hours,,1.4
T3570,C04338,Account Issue,40 hours,,1.7
T3571,C14320,Order Delay,10 hours,Escalated,1.1
T3572,C34293,Order Delay,17 hours,Resolved,4.4
T3573,C41831,Refund Request,17 hours,Escalated,3.0
T3574,C86837,Refund Request,6 hours,Resolved,2.2
T3575,C73844,Account Issue,4 hours,Resolved,3.2
T3576,C81071,Account Issue,40 hours,Resolved,5.0
T3577,C58244,Product Inquiry,21 hours,Pending,4.5
T3578,C60861,Order Delay,45 hours,Escalated,4.0
T3579,C24084,Account Issue,13 hours,,
T3580,C73328,Order Delay,41 hours,Pending,4.1
T3581,C94992,Refund Request,15 hours,Resolved,4.6
T3582,C78033,Order Delay,2 hours,Resolved,1.1
T3583,C69056,Refund Request,6 hours,Resolved,3.6
T3584,C54877,,36 hours,Resolved,2.1
T3585,C92630,Product Inquiry,30 hours,,2.6
T3586,C81468,,7 hours,Resolved,1.6
T3587,,Order Delay,,Resolved,3.1
T3588,C90370,Account Issue,24 hours,Resolved,4.8
T3589,C24669,Product Inquiry,30 hours,Escalated,4.6
T3590,C24054,Order Delay,37 hours,Pending,3.1
T3591,C42880,Order Delay,19 hours,Resolved,1.7
T3592,C36318,Refund Request,37 hours,Escalated,4.7
T3593,C45033,Order Delay,12 hours,Escalated,3.2
T3594,C18165,Account Issue,20 hours,Pending,4.3
T3595,C24832,Order Delay,40 hours,Escalated,3.1
T3596,C37579,Account Issue,21 hours,Pending,5.0
T3597,C31974,Order Delay,39 hours,Resolved,1.8
T3598,C50699,Account Issue,20 hours,Pending,4.9
T3599,C92781,Order Delay,27 hours,Resolved,1.1
T3600,C93159,Order Delay,28 hours,Resolved,2.4
T3601,C76843,Order Delay,10 hours,Pending,3.0
T3602,C80224,Order Delay,39 hours,Escalated,2.9
T3603,C57530,Account Issue,21 hours,Pending,2.2
T3604,C46527,Refund Request,27 hours,Pending,2.7
T3605,C06760,Account Issue,5 hours,,2.6
T3606,C20847,Account Issue,35 hours,Escalated,1.9
T3607,C93167,Refund Request,13 hours,Resolved,1.9
T3608,C82910,Order Delay,34 hours,,5.0
T3609,C36200,Account Issue,2 hours,Escalated,1.4
T3610,C62205,Account Issue,9 hours,Resolved,4.2
T3611,C61036,Refund Request,43 hours,Escalated,
T3612,C37189,,11 hours,Pending,3.9
T3613,C24619,Account Issue,17 hours,Resolved,2.0
T3614,C11713,Order Delay,41 hours,Resolved,4.5
T3615,,Order Delay,33 hours,Escalated,3.8
T3616,C49651,Order Delay,2 hours,Escalated,1.6
T3617,,Refund Request,35 hours,Pending,3.6
T3618,C34351,Refund Request,14 hours,Pending,
T3619,C93047,Account Issue,39 hours,Pending,3.4
T3620,C12166,Account Issue,45 hours,Escalated,3.7
T3621,C26626,Product Inquiry,44 hours,Pending,5.0
T3622,C46814,Product Inquiry,,Pending,4.7
T3623,C00174,Account Issue,28 hours,Pending,5.0
T3624,C97880,,4 hours,Resolved,3.7
T3625,C77514,Refund Request,4 hours,Pending,2.2
T3626,C48191,Order Delay,9 hours,Pending,1.3
T3627,C73152,Refund Request,21 hours,Pending,4.7
T3628,C56814,Product Inquiry,20 hours,Resolved,1.2
T3629,C49354,Product Inquiry,33 hours,,2.7
T3630,C13103,Order Delay,43 hours,Pending,3.0
T3631,C04919,Account Issue,14 hours,Escalated,1.8
T3632,C73871,Order Delay,6 hours,Escalated,2.6
T3633,C66619,Product Inquiry,,Resolved,3.1
T3634,,Product Inquiry,8 hours,Pending,1.1
T3635,C97226,Order Delay,11 hours,Resolved,4.4
T3636,C50381,Product Inquiry,48 hours,Escalated,2.3
